weather_id,date,district,temperature_c,humidity_percent,rainfall_mm
W0982,2026-11-07,Latur,27.8,53.0,0.0
W0983,2026-11-10,Beed,26.2,52.0,0.0
W0984,2026-11-11,Aurangabad,28.4,53.0,0.0
W0985,2026-11-11,Latur,28.2,44.0,0.0
W0986,2026-11-11,Satara,21.5,66.0,0.0
W0987,2026-11-12,Nashik,21.6,61.0,0.0
W0988,2026-11-14,Ahmednagar,24.4,49.0,0.0
W0989,2026-11-14,Pune,23.0,60.0,0.0
W0990,2026-11-16,Sangli,22.6,55.0,0.0
W0991,2026-11-17,Jalgaon,25.8,53.0,0.0
W0992,2026-11-18,Jalgaon,29.6,44.0,0.0
W0993,2026-11-18,Nashik,23.0,52.0,0.0
W0994,2026-11-19,Ahmednagar,24.0,42.0,0.0
W0995,2026-11-20,Sangli,26.4,50.0,0.0
W0996,2026-11-21,Jalgaon,29.7,53.0,0.0
W0997,2026-11-25,Aurangabad,28.0,54.0,0.0
W0998,2026-11-28,Solapur,27.2,39.0,0.0
W0999,2026-11-30,Sangli,26.6,53.0,0.0
W1000,2026-11-30,Solapur,29.1,40.0,0.0
W1001,2026-12-01,Nashik,22.0,52.0,0.0
W1002,2026-12-05,Pune,20.6,47.0,0.0
W1003,2026-12-05,Satara,19.3,47.0,0.0
W1004,2026-12-06,Jalgaon,23.6,32.0,0.0
W1005,2026-12-07,Nanded,23.1,43.0,9.7
W1006,2026-12-08,Beed,22.8,28.0,0.0
W1007,2026-12-09,Pune,24.3,53.0,5.0
W1008,2026-12-10,Pune,21.6,42.0,0.0
W1009,2026-12-10,Satara,20.5,57.0,0.0
W1010,2026-12-11,Ahmednagar,21.3,44.0,0.0
W1011,2026-12-12,Kolhapur,21.2,57.0,0.0
W1012,2026-12-14,Jalgaon,26.1,43.0,0.0
W1013,2026-12-14,Solapur,25.2,30.0,0.0
W1014,2026-12-21,Kolhapur,22.3,53.0,0.0
W1015,2026-12-22,Latur,24.7,39.0,0.0
W1016,2026-12-23,Latur,24.3,41.0,0.0
W1017,2026-12-23,Sangli,23.9,34.0,0.0
W1018,2026-12-24,Kolhapur,21.7,50.0,0.0
W1019,2026-12-25,Aurangabad,22.5,33.0,0.0
W1020,2026-12-29,Aurangabad,24.8,32.0,0.0
